crop_name,variety_name,crop_type,growth_stage,soil_type,soil_texture,soil_pH,soil_organic_matter_pct,soil_nitrogen,soil_phosphorus,soil_potassium,soil_salinity,weather_temp_C,weather_min_temp_C,weather_max_temp_C,weather_rainfall_mm,weather_humidity_pct,weather_wind_speed_kmph,weather_sunlight_hours,irrigation_type,irrigation_frequency_per_week,irrigation_volume_liters_per_hectare,recommended_crop,recommended_variety,fertilizer_type,fertilizer_brand,fertilizer_dosage_kg_per_hectare,fertilizer_application_stage,pest_disease_detected,disease_severity,treatment_suggested,treatment_method,yield_prediction_kg_per_hectare,expected_yield_range,harvest_time_days,harvest_method,post_harvest_storage,market_price_per_kg,market_demand_index,budget_estimate_usd,cost_breakdown_fertilizer_usd,cost_breakdown_labor_usd,cost_breakdown_irrigation_usd,profit_prediction_usd,gm_crop,gm_trait,planting_strategy_notes,sustainability_score,last_updated
Maize,Maize_Variety_5,Tuber,Seeding,Sandy,Coarse,6.18,1.63,47,76,9,0.78,39.7,37.59705289695146,43.55523765647643,830.3,41.5,10.1,7.7,Surface,1,2185.4,Maize,Maize_Variety_5,Urea,Brand_6,63.1,Post-emergence,Root Rot,None,None,Seed Treatment,6382.6,5744-7020,169,Mechanical,Cold Storage,46.47,0.5,15118.0,1104.8,1542.47,1152.11,281481.42,Yes,None,Plant Maize in Sandy soil with Surface irrigation.,0.08,2025-02-26
Wheat,Wheat_Variety_1,Fiber,Flowering,Chalky,Medium,6.33,2.19,81,11,10,1.14,20.2,15.212798540826746,22.21494526622253,233.4,86.6,14.4,6.8,Surface,7,4511.8,Barley,Barley_Variety_5,Vermicompost,Brand_8,60.5,Post-emergence,Blight,High,Fungicide B,Seed Treatment,6022.6,5420-6624,167,Mechanical,Open Shed,10.01,0.49,16194.32,1460.18,3871.6,1022.44,44091.91,Yes,Pest Resistance,Plant Wheat in Chalky soil with Surface irrigation.,0.67,2024-06-24
Potato,Potato_Variety_4,Legume,Harvesting,Chalky,Coarse,6.5,2.78,7,14,44,0.87,33.2,30.178692753889624,36.55895215815712,1001.0,36.8,6.6,11.2,Surface,5,3075.9,Barley,Barley_Variety_4,Compost,Brand_10,67.5,Flowering,Aphids,Medium,Pesticide A,Seed Treatment,1052.9,947-1158,161,Manual,Warehouse,45.74,0.29,13908.91,738.5,3543.1,912.62,34250.74,No,None,Plant Potato in Chalky soil with Surface irrigation.,0.14,2025-03-25
Rice,Rice_Variety_1,Cereal,Harvesting,Loamy,Fine,7.6,2.46,62,70,59,0.46,31.4,26.721747464520345,33.518807435600735,1115.8,61.2,15.7,10.6,Manual,3,631.8,Wheat,Wheat_Variety_3,Vermicompost,Brand_4,247.1,Post-emergence,None,None,None,None,1932.7,1739-2125,87,Manual,Open Shed,6.25,0.05,15962.75,957.44,1985.7,686.75,-3883.38,No,None,Plant Rice in Loamy soil with Manual irrigation.,0.01,2025-02-11
Soybean,Soybean_Variety_2,Legume,Vegetative,Chalky,Coarse,6.34,2.62,35,95,33,0.4,24.5,20.140852737982158,27.562921822426404,981.2,35.4,0.9,6.1,Manual,6,1310.2,Sugarcane,Sugarcane_Variety_2,Compost,Brand_3,146.6,Pre-plant,Blight,Medium,None,Soil Drench,3626.4,3263-3989,112,Mechanical,Open Shed,8.0,0.52,7936.01,700.45,3425.49,1014.22,21075.19,No,None,Plant Soybean in Chalky soil with Manual irrigation.,0.64,2025-01-13
Sugarcane,Sugarcane_Variety_5,Cereal,Vegetative,Peaty,Medium,6.79,1.16,44,15,14,1.09,19.5,17.058384253995662,22.119439469266563,282.7,65.6,3.5,4.9,Surface,2,4626.7,Rice,Rice_Variety_5,NPK,Brand_6,172.8,Pre-plant,Aphids,None,None,Soil Drench,2069.5,1862-2276,190,Mechanical,Open Shed,47.39,0.99,8447.39,1000.78,3683.91,1308.4,89626.21,No,None,Plant Sugarcane in Peaty soil with Surface irrigation.,0.97,2024-10-17
Wheat,Wheat_Variety_3,Cereal,Seeding,Sandy,Coarse,6.98,2.22,12,10,12,0.64,33.2,29.325613464130026,37.17980668237411,957.2,51.3,6.2,10.0,Drip,1,1653.7,Sugarcane,Sugarcane_Variety_1,Urea,Brand_7,252.3,Post-emergence,Leaf Spot,Low,Pesticide A,Spray,1287.0,1158-1415,149,Manual,Warehouse,34.4,0.94,7702.25,1681.52,4037.04,852.23,36570.55,Yes,None,Plant Wheat in Sandy soil with Drip irrigation.,0.85,2024-04-30
Potato,Potato_Variety_2,Tuber,Harvesting,Peaty,Fine,7.33,4.67,5,30,71,0.85,37.2,34.29351149485049,41.30879400234042,668.9,55.1,7.0,7.8,Drip,3,2171.2,Maize,Maize_Variety_2,DAP,Brand_6,177.4,Flowering,Aphids,High,Fungicide B,Soil Drench,3798.3,3418-4178,91,Manual,Cold Storage,8.94,0.45,6827.68,721.93,2478.61,1239.76,27129.12,Yes,None,Plant Potato in Peaty soil with Drip irrigation.,0.84,2024-05-19
Cotton,Cotton_Variety_4,Fiber,Vegetative,Chalky,Coarse,7.09,3.86,16,9,34,1.34,23.0,20.03279274520774,26.248046647869664,1076.8,39.7,3.6,8.5,Surface,6,4166.2,Rice,Rice_Variety_1,MOP,Brand_7,84.3,Post-emergence,Stem Borer,Medium,Biological Control,Soil Drench,7530.3,6777-8283,185,Mechanical,Open Shed,6.66,0.62,10272.39,1312.84,3468.69,556.8,39879.41,Yes,None,Plant Cotton in Chalky soil with Surface irrigation.,0.27,2024-09-15
Cotton,Cotton_Variety_2,Cereal,Harvesting,Loamy,Medium,5.56,3.71,85,11,77,1.03,16.3,13.536438554413705,19.933742444477055,375.0,45.7,15.0,9.7,Drip,4,4593.4,Soybean,Soybean_Variety_2,Compost,Brand_2,159.7,Pre-plant,Leaf Spot,Medium,Fungicide B,Seed Treatment,4803.3,4322-5283,148,Manual,Cold Storage,18.13,0.3,15905.93,605.34,2456.46,1253.36,71177.9,Yes,None,Plant Cotton in Loamy soil with Drip irrigation.,0.15,2024-08-10
Rice,Rice_Variety_2,Tuber,Flowering,Silty,Fine,6.67,1.79,41,45,47,0.98,15.8,12.426227977408919,20.339224247457942,1032.2,61.9,15.4,9.9,Manual,3,3529.9,Cotton,Cotton_Variety_3,Compost,Brand_1,164.8,Flowering,Aphids,Low,None,Seed Treatment,2450.1,2205-2695,140,Manual,Cold Storage,12.42,0.47,16930.6,893.6,2122.49,1410.23,13499.64,Yes,None,Plant Rice in Silty soil with Manual irrigation.,0.92,2025-04-05
Barley,Barley_Variety_5,Tuber,Harvesting,Silty,Coarse,6.31,4.56,66,58,99,0.42,31.9,28.854237579971183,35.053216191990714,1147.7,82.0,17.0,9.8,Surface,5,1964.4,Barley,Barley_Variety_5,Urea,Brand_3,158.2,Post-emergence,Stem Borer,High,Pesticide A,Spray,7821.9,7039-8604,154,Manual,Open Shed,44.15,0.99,14284.33,877.88,3539.86,1136.58,331052.55,Yes,Pest Resistance,Plant Barley in Silty soil with Surface irrigation.,0.43,2024-06-20
Rice,Rice_Variety_2,Cereal,Seeding,Silty,Coarse,6.64,1.58,65,87,65,1.11,23.7,20.542042963007585,26.33596312733795,1014.8,73.8,6.2,9.0,Surface,7,3389.7,Cotton,Cotton_Variety_2,DAP,Brand_3,237.2,Flowering,Leaf Spot,High,Pesticide A,Seed Treatment,2790.7,2511-3069,124,Mechanical,Open Shed,33.1,0.4,8842.54,1580.39,1256.83,1084.72,83529.63,Yes,High Yield,Plant Rice in Silty soil with Surface irrigation.,0.83,2024-05-18
Barley,Barley_Variety_4,Tuber,Flowering,Chalky,Medium,5.82,4.69,84,59,74,1.24,32.6,30.342660687651613,34.79654411384941,481.8,78.2,9.9,7.3,Manual,4,1389.0,Potato,Potato_Variety_1,Compost,Brand_10,274.2,Pre-plant,None,None,None,None,5912.1,5320-6503,179,Mechanical,Open Shed,18.57,0.25,12253.4,534.65,2503.97,918.13,97534.3,No,None,Plant Barley in Chalky soil with Manual irrigation.,0.36,2024-05-22
Sugarcane,Sugarcane_Variety_2,Cereal,Flowering,Sandy,Fine,7.38,3.92,20,63,38,0.16,36.2,33.63430021415421,39.11640494599206,612.3,59.8,4.6,11.8,Sprinkler,6,3002.2,Wheat,Wheat_Variety_5,NPK,Brand_5,231.3,Flowering,Leaf Spot,High,Neem Oil,Seed Treatment,5774.2,5196-6351,84,Mechanical,Warehouse,46.74,0.72,11098.71,1765.62,1964.19,607.52,258787.4,Yes,Pest Resistance,Plant Sugarcane in Sandy soil with Sprinkler irrigation.,0.61,2024-09-29
Rice,Rice_Variety_2,Fiber,Harvesting,Silty,Coarse,5.98,3.01,1,16,1,1.49,17.3,14.042148200142826,19.34526315017714,493.5,58.6,7.6,5.3,Manual,4,1591.2,Cotton,Cotton_Variety_4,Vermicompost,Brand_4,184.7,Post-emergence,None,None,None,None,7080.1,6372-7788,159,Manual,Cold Storage,35.83,0.76,13573.34,1151.36,4185.24,920.28,240106.64,Yes,High Yield,Plant Rice in Silty soil with Manual irrigation.,0.01,2024-05-18
Barley,Barley_Variety_5,Cereal,Seeding,Loamy,Fine,7.19,3.69,16,36,61,1.47,17.3,12.545020908268315,19.675212248681795,1073.8,37.4,0.8,10.9,Manual,2,3705.3,Rice,Rice_Variety_1,DAP,Brand_1,196.6,Flowering,Leaf Spot,High,Biological Control,Soil Drench,6251.9,5626-6877,133,Manual,Warehouse,15.26,0.79,14911.86,1466.25,3867.88,1150.85,80492.13,Yes,Drought Resistance,Plant Barley in Loamy soil with Manual irrigation.,0.94,2024-10-26
Soybean,Soybean_Variety_3,Fiber,Seeding,Chalky,Fine,7.28,2.97,86,76,27,1.13,17.2,13.081532934886255,21.195734557231646,1129.4,52.4,14.4,5.2,Drip,1,4642.5,Sugarcane,Sugarcane_Variety_2,Vermicompost,Brand_5,237.1,Flowering,Leaf Spot,High,Pesticide A,Seed Treatment,6540.6,5886-7194,167,Mechanical,Open Shed,32.44,0.83,12809.33,1055.01,1450.02,742.77,199367.73,No,None,Plant Soybean in Chalky soil with Drip irrigation.,0.8,2024-07-22
Maize,Maize_Variety_4,Legume,Harvesting,Chalky,Coarse,6.45,2.0,91,64,2,1.05,26.4,23.489556784926265,29.143562863728963,1059.8,35.7,19.7,10.1,Manual,7,4836.5,Potato,Potato_Variety_5,NPK,Brand_3,157.6,Flowering,Blight,Medium,None,Seed Treatment,3159.2,2843-3475,166,Mechanical,Open Shed,20.25,0.8,6288.14,546.38,4491.0,613.73,57685.66,No,None,Plant Maize in Chalky soil with Manual irrigation.,0.04,2024-06-01
Rice,Rice_Variety_4,Cereal,Flowering,Silty,Fine,7.79,2.05,62,30,41,0.43,34.4,29.523304179835947,37.63780383732664,604.9,83.9,10.5,5.0,Manual,4,1738.2,Maize,Maize_Variety_3,NPK,Brand_7,282.2,Post-emergence,None,None,None,None,3616.2,3254-3977,189,Mechanical,Warehouse,42.81,0.63,10073.57,1372.17,1758.79,687.83,144735.95,No,None,Plant Rice in Silty soil with Manual irrigation.,0.05,2024-07-02
Soybean,Soybean_Variety_5,Legume,Seeding,Silty,Fine,6.32,4.57,87,55,5,1.47,36.5,34.02323087450149,39.92661679075416,739.0,74.5,5.0,11.9,Drip,3,3949.6,Barley,Barley_Variety_4,Vermicompost,Brand_2,249.0,Flowering,Blight,None,None,Seed Treatment,6989.0,6290-7687,150,Manual,Warehouse,49.88,0.65,13753.21,1705.4,1220.64,1240.34,334858.11,No,None,Plant Soybean in Silty soil with Drip irrigation.,0.53,2024-05-19
Rice,Rice_Variety_4,Tuber,Vegetative,Silty,Coarse,6.39,1.0,71,84,88,0.29,27.2,25.111721066884947,30.594164980831007,467.1,77.7,8.9,7.9,Manual,1,3080.2,Maize,Maize_Variety_4,MOP,Brand_3,298.8,Pre-plant,Aphids,None,Fungicide B,Soil Drench,6552.8,5897-7208,179,Manual,Cold Storage,18.59,0.86,11316.7,1526.06,3736.73,766.82,110499.85,Yes,None,Plant Rice in Silty soil with Manual irrigation.,0.56,2025-01-17
Soybean,Soybean_Variety_1,Cereal,Harvesting,Chalky,Coarse,7.19,4.43,24,56,20,0.6,37.0,32.998634128083644,41.542329078334454,422.2,30.5,10.7,8.2,Sprinkler,2,1445.5,Sugarcane,Sugarcane_Variety_2,DAP,Brand_6,121.3,Flowering,Leaf Spot,Low,Pesticide A,Spray,5994.7,5395-6594,98,Manual,Warehouse,27.09,0.59,17635.97,1188.22,3906.55,806.03,144760.45,Yes,High Yield,Plant Soybean in Chalky soil with Sprinkler irrigation.,0.31,2025-02-13
Wheat,Wheat_Variety_1,Fiber,Vegetative,Peaty,Medium,5.76,3.18,68,43,76,1.28,20.9,17.549279789604466,23.971266979135674,284.5,68.9,12.8,7.2,Sprinkler,5,1097.8,Maize,Maize_Variety_5,Vermicompost,Brand_6,81.0,Pre-plant,None,None,None,None,1492.6,1343-1641,95,Manual,Open Shed,7.74,0.33,9046.99,1099.78,2748.43,1322.61,2505.73,No,None,Plant Wheat in Peaty soil with Sprinkler irrigation.,0.14,2024-05-18
Maize,Maize_Variety_1,Legume,Vegetative,Chalky,Medium,5.7,3.11,99,67,94,1.31,35.3,31.218516687788792,39.67869924324861,420.3,62.5,9.7,9.7,Manual,5,4901.8,Soybean,Soybean_Variety_4,Vermicompost,Brand_9,129.5,Pre-plant,Blight,None,Neem Oil,Spray,6877.6,6189-7565,152,Mechanical,Cold Storage,18.56,0.52,18603.5,1716.32,3915.07,687.07,109044.76,Yes,Drought Resistance,Plant Maize in Chalky soil with Manual irrigation.,0.48,2024-08-09
Barley,Barley_Variety_5,Legume,Vegetative,Peaty,Fine,6.49,2.37,21,98,94,0.89,38.7,34.78468162572542,40.80608989084527,940.0,47.1,6.5,8.6,Manual,2,4634.9,Maize,Maize_Variety_2,DAP,Brand_8,55.4,Pre-plant,None,None,None,None,4114.7,3703-4526,137,Mechanical,Open Shed,21.55,0.17,17559.81,510.25,4806.33,698.86,71111.98,No,None,Plant Barley in Peaty soil with Manual irrigation.,0.12,2024-07-21
Maize,Maize_Variety_3,Tuber,Seeding,Loamy,Fine,7.25,4.93,32,94,74,0.76,23.5,20.177989652278377,26.671699305967344,1069.4,74.2,11.9,6.0,Surface,1,4334.1,Potato,Potato_Variety_1,NPK,Brand_8,136.0,Flowering,Root Rot,High,None,Spray,1346.2,1211-1480,82,Manual,Open Shed,40.37,0.29,10154.47,1133.54,4869.33,770.07,44191.62,No,None,Plant Maize in Loamy soil with Surface irrigation.,1.0,2024-09-09
Maize,Maize_Variety_4,Cereal,Seeding,Peaty,Coarse,6.43,2.95,67,4,20,0.4,30.4,27.31693133345356,33.13403111175007,1124.0,65.3,13.2,10.1,Sprinkler,7,1721.3,Barley,Barley_Variety_1,Compost,Brand_9,188.7,Post-emergence,Root Rot,Medium,Neem Oil,Seed Treatment,6222.8,5600-6845,187,Mechanical,Cold Storage,45.69,0.28,8309.08,1440.8,1203.15,663.83,276010.65,Yes,None,Plant Maize in Peaty soil with Sprinkler irrigation.,0.91,2024-12-18
Cotton,Cotton_Variety_5,Fiber,Flowering,Loamy,Coarse,6.03,2.26,84,45,30,1.39,29.9,27.229458125596565,34.299139083269395,906.2,63.2,13.3,10.1,Drip,3,1070.8,Barley,Barley_Variety_4,NPK,Brand_7,213.7,Pre-plant,None,None,None,None,5710.0,5139-6281,176,Mechanical,Warehouse,49.64,0.72,8923.41,1382.13,4144.09,710.89,274520.99,No,None,Plant Cotton in Loamy soil with Drip irrigation.,0.61,2025-02-16
Rice,Rice_Variety_1,Cereal,Flowering,Peaty,Medium,7.71,1.28,39,39,72,0.55,22.5,20.233238665224235,26.08897811931078,1109.1,62.6,5.3,8.1,Surface,6,4561.4,Rice,Rice_Variety_3,Urea,Brand_2,215.3,Flowering,Blight,None,Biological Control,Soil Drench,2156.7,1941-2372,132,Mechanical,Open Shed,15.25,0.59,5207.35,1895.57,4898.77,960.03,27682.32,No,None,Plant Rice in Peaty soil with Surface irrigation.,0.51,2025-03-22
Sugarcane,Sugarcane_Variety_4,Tuber,Seeding,Peaty,Fine,7.44,1.81,73,78,57,0.41,27.6,23.082125098798837,30.794795698954946,742.5,76.4,19.6,8.3,Manual,2,4037.2,Wheat,Wheat_Variety_3,DAP,Brand_7,227.3,Flowering,Leaf Spot,High,None,Spray,3485.7,3137-3834,171,Mechanical,Cold Storage,21.8,0.74,13485.12,1725.32,1972.1,707.07,62503.14,No,None,Plant Sugarcane in Peaty soil with Manual irrigation.,0.29,2024-12-15
Soybean,Soybean_Variety_5,Legume,Harvesting,Chalky,Fine,7.45,1.01,64,87,21,1.45,35.3,30.88118260584597,37.45461335047292,541.1,55.8,11.6,8.2,Drip,3,1336.7,Wheat,Wheat_Variety_4,NPK,Brand_8,127.9,Post-emergence,Blight,High,Biological Control,Soil Drench,2671.3,2404-2938,196,Manual,Warehouse,47.54,0.37,10609.09,1429.74,3363.87,779.84,116384.51,No,None,Plant Soybean in Chalky soil with Drip irrigation.,0.13,2025-02-26
Rice,Rice_Variety_4,Cereal,Flowering,Peaty,Medium,7.56,2.48,100,86,20,1.42,35.4,31.70561629255818,38.419051952044825,635.6,85.3,11.0,9.2,Drip,7,1594.7,Soybean,Soybean_Variety_5,NPK,Brand_9,157.3,Post-emergence,Stem Borer,None,Biological Control,Seed Treatment,4841.3,4357-5325,162,Manual,Open Shed,20.43,0.23,6450.79,597.12,2075.89,1478.04,92456.97,No,None,Plant Rice in Peaty soil with Drip irrigation.,0.9,2024-04-16
Wheat,Wheat_Variety_5,Tuber,Harvesting,Clay,Coarse,5.63,4.19,64,35,63,0.82,19.3,16.320175338726237,24.191794668822425,1011.2,72.9,14.0,8.5,Surface,7,2267.1,Sugarcane,Sugarcane_Variety_5,Urea,Brand_10,243.5,Post-emergence,None,None,None,None,4573.7,4116-5031,160,Manual,Warehouse,44.21,0.16,16386.15,1874.82,3655.78,1273.05,185817.13,No,None,Plant Wheat in Clay soil with Surface irrigation.,0.44,2025-01-15
Soybean,Soybean_Variety_5,Cereal,Vegetative,Clay,Medium,7.11,1.81,74,97,35,1.03,21.8,17.70751709896486,24.822062108361266,918.4,86.7,4.6,10.0,Drip,7,1057.6,Sugarcane,Sugarcane_Variety_5,NPK,Brand_1,169.2,Post-emergence,Stem Borer,Low,Neem Oil,Soil Drench,3993.1,3593-4392,143,Manual,Open Shed,28.09,0.0,9514.01,826.63,2500.45,751.06,102652.17,No,None,Plant Soybean in Clay soil with Drip irrigation.,0.88,2024-06-01
Sugarcane,Sugarcane_Variety_1,Fiber,Harvesting,Silty,Medium,6.27,2.9,95,58,91,1.35,21.3,17.02911421574212,25.83321379048871,320.6,89.0,7.8,7.3,Surface,1,3953.2,Wheat,Wheat_Variety_1,Urea,Brand_10,227.8,Post-emergence,Root Rot,None,Neem Oil,Seed Treatment,4321.4,3889-4753,200,Mechanical,Warehouse,47.53,0.96,12199.91,1200.16,1971.18,1152.08,193196.23,Yes,High Yield,Plant Sugarcane in Silty soil with Surface irrigation.,0.32,2024-09-25
Barley,Barley_Variety_5,Tuber,Flowering,Chalky,Medium,7.56,4.66,47,29,19,1.44,27.6,22.676492324323874,30.329506945574945,256.9,69.7,18.8,5.9,Manual,1,3017.3,Soybean,Soybean_Variety_1,Urea,Brand_10,95.6,Pre-plant,Root Rot,None,Neem Oil,Soil Drench,2125.1,1912-2337,96,Manual,Cold Storage,24.35,0.47,18374.85,633.6,1557.15,1071.33,33371.33,No,None,Plant Barley in Chalky soil with Manual irrigation.,0.36,2025-04-10
Soybean,Soybean_Variety_4,Fiber,Vegetative,Sandy,Fine,5.8,4.63,90,31,9,0.37,25.1,21.48314258979966,27.74763924516493,779.7,86.4,2.1,6.0,Sprinkler,1,3709.5,Potato,Potato_Variety_5,DAP,Brand_5,58.8,Pre-plant,Blight,Low,Neem Oil,Seed Treatment,4331.6,3898-4764,175,Mechanical,Warehouse,14.01,0.45,7454.39,1779.53,2576.87,882.28,53231.33,No,None,Plant Soybean in Sandy soil with Sprinkler irrigation.,0.62,2025-02-16
Wheat,Wheat_Variety_2,Fiber,Seeding,Chalky,Coarse,6.66,1.84,8,12,78,0.81,21.8,19.418061838008814,24.77425517473948,418.2,72.7,6.8,8.7,Surface,3,1489.2,Barley,Barley_Variety_4,Vermicompost,Brand_6,129.1,Post-emergence,Root Rot,Medium,None,Soil Drench,3392.1,3052-3731,114,Mechanical,Warehouse,29.41,0.26,19942.63,1142.81,1497.9,528.3,79819.03,Yes,Drought Resistance,Plant Wheat in Chalky soil with Surface irrigation.,0.45,2025-01-06
Maize,Maize_Variety_3,Fiber,Seeding,Peaty,Fine,5.62,3.04,25,18,60,0.78,17.4,14.08112687582665,20.551231524468676,829.8,51.6,19.7,11.2,Surface,7,3658.3,Sugarcane,Sugarcane_Variety_3,MOP,Brand_4,69.8,Pre-plant,Stem Borer,Medium,Fungicide B,Seed Treatment,3405.0,3064-3745,108,Manual,Open Shed,16.56,0.81,8532.76,1078.57,1677.93,1128.12,47854.04,Yes,None,Plant Maize in Peaty soil with Surface irrigation.,0.34,2024-04-27
Cotton,Cotton_Variety_4,Tuber,Vegetative,Peaty,Medium,5.65,1.96,44,70,5,1.32,19.3,16.284678249340825,22.06267228326634,766.4,46.7,2.0,10.0,Drip,2,2223.9,Rice,Rice_Variety_1,Urea,Brand_2,137.0,Flowering,None,None,None,None,3561.1,3204-3917,188,Mechanical,Cold Storage,23.5,0.56,19935.37,571.13,1531.37,1383.99,63750.48,Yes,Drought Resistance,Plant Cotton in Peaty soil with Drip irrigation.,1.0,2025-03-02
Potato,Potato_Variety_2,Fiber,Seeding,Silty,Medium,6.6,4.07,74,25,98,0.82,34.2,31.00975224922812,38.834616352820866,625.0,70.9,19.1,6.0,Sprinkler,4,4323.7,Maize,Maize_Variety_2,Urea,Brand_5,74.8,Pre-plant,Root Rot,High,Neem Oil,Spray,2876.5,2588-3164,109,Manual,Open Shed,19.16,0.39,12266.57,1808.28,4714.97,543.72,42847.17,No,None,Plant Potato in Silty soil with Sprinkler irrigation.,0.57,2024-06-28
Sugarcane,Sugarcane_Variety_1,Fiber,Flowering,Peaty,Medium,7.7,4.52,88,48,75,0.71,18.5,14.039363786378537,21.49058450245292,294.6,80.7,8.2,9.7,Drip,2,832.8,Rice,Rice_Variety_3,NPK,Brand_8,178.5,Pre-plant,None,None,None,None,6530.6,5877-7183,189,Manual,Warehouse,14.36,0.66,13610.56,854.18,2375.43,534.1,80168.86,Yes,Pest Resistance,Plant Sugarcane in Peaty soil with Drip irrigation.,0.91,2024-09-16
Potato,Potato_Variety_3,Fiber,Flowering,Sandy,Coarse,6.43,2.95,50,46,53,1.1,25.6,20.69960097426604,28.103434716261845,529.7,47.3,19.4,7.3,Surface,5,3399.6,Sugarcane,Sugarcane_Variety_2,NPK,Brand_5,278.0,Post-emergence,Leaf Spot,None,Biological Control,Spray,3386.3,3047-3724,167,Manual,Open Shed,25.77,0.95,8341.31,1068.57,3454.4,503.44,78923.64,No,None,Plant Potato in Sandy soil with Surface irrigation.,0.41,2024-12-06
Maize,Maize_Variety_2,Tuber,Harvesting,Silty,Coarse,5.78,2.45,54,100,19,0.96,32.9,28.63014681377969,36.21144509549842,1049.5,30.3,1.1,8.0,Surface,5,1475.6,Cotton,Cotton_Variety_2,Vermicompost,Brand_1,70.5,Pre-plant,None,None,None,None,3578.8,3220-3936,132,Mechanical,Cold Storage,16.43,0.42,14245.87,605.69,2129.3,1043.41,44553.81,Yes,None,Plant Maize in Silty soil with Surface irrigation.,0.77,2025-02-15
Soybean,Soybean_Variety_2,Cereal,Harvesting,Sandy,Coarse,7.92,3.54,36,40,57,0.9,30.1,25.778446120005533,32.26413820211447,848.0,31.9,8.2,5.8,Sprinkler,5,4197.5,Sugarcane,Sugarcane_Variety_5,MOP,Brand_1,59.8,Post-emergence,Leaf Spot,None,Neem Oil,Soil Drench,7479.0,6731-8226,133,Manual,Cold Storage,33.89,0.98,15661.1,1841.67,1267.38,1356.96,237802.21,Yes,High Yield,Plant Soybean in Sandy soil with Sprinkler irrigation.,0.21,2025-03-07
Cotton,Cotton_Variety_1,Cereal,Harvesting,Chalky,Coarse,7.35,2.05,21,36,14,0.82,19.6,15.398189739006169,21.75811361883654,883.3,85.0,3.3,6.0,Surface,5,1612.5,Cotton,Cotton_Variety_3,MOP,Brand_7,159.9,Pre-plant,None,None,None,None,6908.4,6217-7599,139,Manual,Open Shed,32.75,0.59,13767.9,1532.52,1259.08,1092.58,212482.2,No,None,Plant Cotton in Chalky soil with Surface irrigation.,0.49,2025-04-08
Cotton,Cotton_Variety_3,Legume,Seeding,Sandy,Medium,5.88,3.44,79,58,18,0.56,38.6,35.367607902043694,42.261917809772875,1072.2,71.9,14.3,6.6,Surface,3,2945.1,Sugarcane,Sugarcane_Variety_1,Urea,Brand_8,212.8,Pre-plant,Leaf Spot,None,Pesticide A,Spray,6953.9,6258-7649,128,Mechanical,Warehouse,11.8,0.54,5382.51,1123.57,2764.6,557.57,76673.51,No,None,Plant Cotton in Sandy soil with Surface irrigation.,0.29,2024-10-24
Soybean,Soybean_Variety_3,Cereal,Vegetative,Silty,Fine,5.68,1.03,38,49,43,0.87,21.7,18.799200154836424,24.584326678452896,306.0,88.7,0.7,10.0,Sprinkler,3,1428.5,Barley,Barley_Variety_1,MOP,Brand_10,171.4,Post-emergence,Root Rot,Low,Pesticide A,Soil Drench,7895.4,7105-8684,185,Mechanical,Warehouse,43.24,0.67,17244.12,629.37,3175.8,1032.9,324152.98,Yes,Pest Resistance,Plant Soybean in Silty soil with Sprinkler irrigation.,0.55,2024-10-04
Barley,Barley_Variety_2,Fiber,Harvesting,Silty,Coarse,7.73,1.8,69,67,62,0.37,33.9,30.501922443865528,37.47742989982699,285.0,66.5,5.7,11.2,Drip,7,2406.7,Soybean,Soybean_Variety_3,Urea,Brand_2,298.0,Flowering,None,None,None,None,5073.6,4566-5580,177,Mechanical,Open Shed,19.67,0.68,7414.55,553.95,3837.26,1164.96,92383.16,Yes,High Yield,Plant Barley in Silty soil with Drip irrigation.,0.74,2024-08-16
Wheat,Wheat_Variety_1,Cereal,Seeding,Clay,Medium,5.51,2.46,54,42,68,1.44,36.5,33.63320613461307,39.119310156603674,862.3,42.4,17.3,5.8,Sprinkler,4,3330.7,Cotton,Cotton_Variety_3,Vermicompost,Brand_7,199.0,Post-emergence,Root Rot,None,Biological Control,Spray,2950.8,2655-3245,110,Mechanical,Open Shed,8.99,0.35,18878.87,1834.74,4573.64,946.14,7648.82,Yes,Pest Resistance,Plant Wheat in Clay soil with Sprinkler irrigation.,0.79,2024-04-25
Cotton,Cotton_Variety_1,Tuber,Seeding,Peaty,Coarse,5.65,3.97,25,2,11,1.29,18.9,15.81862217801418,22.776427077278008,1132.0,72.4,9.3,11.8,Drip,1,2501.8,Wheat,Wheat_Variety_3,MOP,Brand_5,95.4,Pre-plant,Aphids,Low,Neem Oil,Soil Drench,2064.4,1857-2270,97,Mechanical,Open Shed,31.16,0.33,10696.08,738.14,4618.1,1130.84,53630.62,Yes,Drought Resistance,Plant Cotton in Peaty soil with Drip irrigation.,0.67,2025-01-07
Sugarcane,Sugarcane_Variety_1,Fiber,Flowering,Silty,Medium,6.78,1.83,47,64,31,0.61,24.3,21.138144881436478,27.672708681862687,847.0,30.8,2.1,10.1,Drip,3,1106.0,Barley,Barley_Variety_3,Compost,Brand_3,213.0,Flowering,Stem Borer,Low,Biological Control,Spray,4101.6,3691-4511,165,Mechanical,Open Shed,35.95,0.77,7006.6,1777.85,2452.47,562.91,140445.92,No,None,Plant Sugarcane in Silty soil with Drip irrigation.,0.8,2024-08-15
